gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0149,PSC.0174,PSC.0177,PSC.0186,PSC.0187,PSC.0188,PSC.0190,PSC.0202,PSC.0203,PSC.0209,PSC.0219,PSC.0228,PSC.0230,PSC.0231,uniprotID,geneID,transcript_ID,,,,,,,,
g2494.t1,1011.458543,3.362076546,0.619136494,5.430267117,5.63E-08,1.01E-06,312,69,1983,3432,13,130,172,2005,3254,1949,875,316,2311,15,P55115,NAS15_CAEEL,Phel_contig_1562,,,,,,,,
g2509.t1,4593.514565,-0.997824802,0.290244213,-3.437880095,0.000586287,0.0030095,6025,8063,4497,3096,2941,3640,4035,3886,3605,2458,4393,5059,4460,4854,O46373,ADT1_RABIT,Phel_contig_892,,,,,,,,
g260.t1,21.77339272,1.186564934,0.471407197,2.517070042,0.01183353,0.036820823,27,18,35,44,12,7,2,37,18,62,31,13,31,3,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g2602.t1,122.0177044,1.558075145,0.282223866,5.520706549,3.38E-08,6.45E-07,76,58,180,238,58,76,10,291,193,277,176,45,211,58,Q96EV8,DTBP1_HUMAN,Phel_contig_16885,,,,,,,,
g2650.t1,826.1339909,-1.415030733,0.215516501,-6.565765168,5.18E-11,1.97E-09,781,1149,513,566,787,931,973,678,482,476,490,1331,723,864,Q9W4P5,VA0D1_DROME,Phel_contig_2747,,,,,,,,
g2689.t1,867.2988627,-2.081208076,0.404077457,-5.150517652,2.60E-07,3.88E-06,469,1245,266,376,788,621,1684,703,340,300,286,1405,709,1173,Q1LUT1,EDC4_DANRE,Phel_contig_6059,,,,,,,,
g274.t3,75.11140366,3.775081629,0.980137211,3.851584846,0.000117356,0.000788186,16,0,78,216,0,11,21,188,172,227,162,0,156,0,P91119,PDE5_CAEEL,Phel_contig_19282,,,,,,,,
g2751.t1,142.1541316,1.434796156,0.377989499,3.795862474,0.000147131,0.000956772,29,54,222,211,72,96,24,172,166,132,527,79,391,112,Q501L1,P20D2_XENTR,Phel_contig_6820,,,,,,,,
g2780.t1,543.7370963,-2.784770747,0.485683007,-5.733720771,9.83E-09,2.13E-07,232,132,180,116,856,1289,461,155,120,229,171,698,214,1889,Q6GM82,ALAT2_XENLA,Phel_contig_4099,,,,,,,,
g2788.t1,157.8227782,-1.586791029,0.498822487,-3.181073568,0.001467304,0.006536925,490,248,104,33,78,201,136,49,78,158,108,184,147,44,Q9WTR6,XCT_MOUSE,Phel_contig_7815,,,,,,,,
g2789.t1,325.417162,-1.57429955,0.445021725,-3.537579089,0.000403813,0.002213835,940,447,243,111,210,496,292,102,164,338,161,351,277,109,Q9WTR6,XCT_MOUSE,Phel_contig_7815,,,,,,,,
g2805.t1,85.32325819,1.72781729,0.435521932,3.967233711,7.27E-05,0.000531221,5,22,65,139,56,64,19,261,204,154,124,24,201,48,Q9GKX2,DHRS4_RABIT,Phel_contig_17408,,,,,,,,
g2811.t1,3128.98103,-1.27835854,0.280994861,-4.549401853,5.38E-06,5.55E-05,4594,5228,3116,1735,3116,2284,2978,2168,1656,1639,2194,5170,3427,2259,P05689,CATZ_BOVIN,Phel_contig_3298,,,,,,,,
g2812.t1,5736.639721,-1.538674934,0.340159158,-4.523397062,6.09E-06,6.14E-05,10008,8766,4184,3140,3445,4256,7895,3456,3494,2975,4184,6461,3605,5611,P08761,MSRA_DROME,Phel_contig_717,,,,,,,,
g2827.t1,72.3533462,0.961644532,0.245905045,3.9106336,9.21E-05,0.000643155,33,24,71,142,44,74,21,121,121,79,137,69,174,38,Q68CZ1,FTM_HUMAN,Phel_contig_10959,,,,,,,,
g2841.t1,982.1179235,-3.89277554,0.421406838,-9.237570897,2.52E-20,4.69E-18,417,598,180,114,1510,1313,1693,192,196,90,125,3517,166,1591,Q16822,PCKGM_HUMAN,Phel_contig_465,,,,,,,,
g2843.t1,309.0896698,-2.473719791,0.301323561,-8.209513327,2.22E-16,2.27E-14,479,367,131,81,318,445,526,99,130,135,88,430,142,313,O13016,PTN1_CHICK,Phel_contig_16207,,,,,,,,
g2846.t1,558.6996164,-2.383518246,0.451737066,-5.276339765,1.32E-07,2.15E-06,586,786,219,107,350,659,1100,163,153,475,153,551,249,847,Q8R0A7,K0513_MOUSE,Phel_contig_2323,,,,,,,,
g2850.t1,1163.198804,-2.955667815,0.398004323,-7.426220379,1.12E-13,7.13E-12,1208,1567,541,193,949,1170,2298,380,296,351,202,2055,263,1758,Q9QYJ0,DNJA2_MOUSE,Phel_contig_315,,,,,,,,
g2883.t1,2013.858317,-0.818970958,0.230164775,-3.558194151,0.000373413,0.002074957,2000,1711,2222,1773,2288,1791,1989,2366,1391,1566,1455,2681,1702,2226,Q2LAM0,FA2H_RAT,Phel_contig_1420,,,,,,,,
g2941.t4,4.254374245,5.269767166,2.007740672,2.624725016,0.008671897,0.028743913,0,0,0,8,0,0,0,0,6,49,4,0,0,0,Q32KH5,GALNS_CANLF,Phel_contig_5925,,,,,,,,
g2947.t1,20.83381718,1.305797446,0.489687691,2.66659234,0.007662455,0.025948408,6,12,58,16,9,22,8,71,29,23,34,5,17,8,O76536,HYAL_STRPU,Phel_contig_4480,,,,,,,,
g2957.t1,33.26605628,1.945233516,0.607525649,3.201895292,0.001365266,0.006134408,16,10,50,105,0,29,0,90,49,41,56,10,73,20,O76536,HYAL_STRPU,Phel_contig_4480,,,,,,,,
g296.t2,801.7567636,0.572245648,0.226607613,2.525271068,0.011560908,0.036203663,481,994,1172,1179,563,516,298,1125,839,1192,1219,604,1622,370,Q8N695,SC5A8_HUMAN,Phel_contig_4927,,,,,,,,
g3024.t1,7.664183723,2.135070667,0.675911819,3.158800614,0.001584198,0.00697572,3,3,3,8,0,6,2,34,22,10,12,3,22,0,O76536,HYAL_STRPU,Phel_contig_4480,,,,,,,,
g3025.t1,16.95551865,1.646342765,0.639657236,2.573789011,0.010059159,0.032387709,3,2,22,31,16,11,3,45,37,0,29,7,73,9,O76536,HYAL_STRPU,Phel_contig_4480,,,,,,,,
g3051.t1,34.43914768,1.714596203,0.370055678,4.633346563,3.60E-06,3.92E-05,7,6,61,54,12,25,7,59,33,50,71,17,153,23,P0CG13,CTF8_HUMAN,Phel_contig_2596,,,,,,,,
g306.t1,330.5950746,-1.617563359,0.432808496,-3.73736508,0.000185959,0.001167003,170,812,206,184,312,296,385,224,185,72,278,775,271,131,P09324,YES_CHICK,Phel_contig_1512,,,,,,,,
g3123.t1,717.8161226,-2.876967143,0.310930403,-9.252768824,2.19E-20,4.19E-18,630,951,195,191,1049,804,1100,282,179,309,136,1496,167,1094,C3YFB4,DRE2_BRAFL,Phel_contig_2283,,,,,,,,
g3157.t1,5.864050811,-2.604708161,0.920367138,-2.830075143,0.004653707,0.017131099,2,1,2,1,38,7,0,2,1,0,2,9,8,11,Q80W93,HYDIN_MOUSE,Phel_contig_16745,,,,,,,,
g3165.t1,58.62252237,1.859713709,0.483420294,3.846991387,0.000119577,0.000801003,44,39,177,134,6,9,14,49,75,81,122,13,152,18,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3165.t1,58.62252237,1.859713709,0.483420294,3.846991387,0.000119577,0.000801003,44,39,177,134,6,9,14,49,75,81,122,13,152,18,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3165.t1,58.62252237,1.859713709,0.483420294,3.846991387,0.000119577,0.000801003,44,39,177,134,6,9,14,49,75,81,122,13,152,18,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3167.t1,20.90400484,2.177978125,0.406351594,5.35983655,8.33E-08,1.43E-06,11,7,40,63,5,6,0,43,20,35,42,16,62,3,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3167.t1,20.90400484,2.177978125,0.406351594,5.35983655,8.33E-08,1.43E-06,11,7,40,63,5,6,0,43,20,35,42,16,62,3,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3167.t1,20.90400484,2.177978125,0.406351594,5.35983655,8.33E-08,1.43E-06,11,7,40,63,5,6,0,43,20,35,42,16,62,3,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3181.t1,49.58841969,-5.065590632,1.260869841,-4.017536518,5.88E-05,0.000441952,0,0,4,1,21,270,8,0,11,2,4,8,1,273,F7J220,SRCR1_PATPE,Phel_contig_1199,,,,,,,,
g3182.t1,90.92532793,-4.66179224,1.190684415,-3.915220675,9.03E-05,0.000633861,0,0,22,6,29,476,9,1,9,8,7,30,2,512,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3182.t1,90.92532793,-4.66179224,1.190684415,-3.915220675,9.03E-05,0.000633861,0,0,22,6,29,476,9,1,9,8,7,30,2,512,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3182.t1,90.92532793,-4.66179224,1.190684415,-3.915220675,9.03E-05,0.000633861,0,0,22,6,29,476,9,1,9,8,7,30,2,512,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3183.t1,865.9028771,-3.677065994,1.005207372,-3.658017337,0.000254174,0.001513876,14,14,245,91,358,4676,59,48,186,308,74,249,54,4429,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3183.t1,865.9028771,-3.677065994,1.005207372,-3.658017337,0.000254174,0.001513876,14,14,245,91,358,4676,59,48,186,308,74,249,54,4429,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3183.t1,865.9028771,-3.677065994,1.005207372,-3.658017337,0.000254174,0.001513876,14,14,245,91,358,4676,59,48,186,308,74,249,54,4429,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3183.t2,67.54935878,-4.20443492,1.460694843,-2.878380067,0.003997232,0.015114027,0,0,13,15,43,371,0,11,13,5,0,15,0,357,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3183.t2,67.54935878,-4.20443492,1.460694843,-2.878380067,0.003997232,0.015114027,0,0,13,15,43,371,0,11,13,5,0,15,0,357,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3183.t2,67.54935878,-4.20443492,1.460694843,-2.878380067,0.003997232,0.015114027,0,0,13,15,43,371,0,11,13,5,0,15,0,357,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3184.t1,330.2556602,-3.588955627,1.035301753,-3.466579299,0.000527126,0.002759595,2,4,98,37,163,1792,18,25,87,105,34,88,21,1664,Q9UGM3,DMBT1_HUMAN,Phel_contig_11488,,,,,,,,
g3184.t1,330.2556602,-3.588955627,1.035301753,-3.466579299,0.000527126,0.002759595,2,4,98,37,163,1792,18,25,87,105,34,88,21,1664,Q9UGM3,DMBT1_HUMAN,Phel_contig_1748,,,,,,,,
g3184.t1,330.2556602,-3.588955627,1.035301753,-3.466579299,0.000527126,0.002759595,2,4,98,37,163,1792,18,25,87,105,34,88,21,1664,Q9UGM3,DMBT1_HUMAN,Phel_contig_2588,,,,,,,,
g3194.t2,417.801635,2.143114458,0.635164131,3.374111275,0.000740544,0.003663529,107,124,645,1164,33,240,27,428,840,418,942,7,1679,357,P16444,DPEP1_HUMAN,Phel_contig_9499,,,,,,,,
g3215.t1,22.99540535,1.367252837,0.301093864,4.540952173,5.60E-06,5.73E-05,9,7,22,44,14,19,5,37,36,37,42,10,80,14,Q0VCJ8,METL9_BOVIN,Phel_contig_27834,,,,,,,,
g3232.t1,1551.613033,1.482691981,0.189322421,7.831571001,4.82E-15,3.91E-13,887,699,2843,2094,783,1104,256,2696,2732,2253,2916,757,4519,556,Q95NR9,CALM_METSE,Phel_contig_122,,,,,,,,
g3232.t1,1551.613033,1.482691981,0.189322421,7.831571001,4.82E-15,3.91E-13,887,699,2843,2094,783,1104,256,2696,2732,2253,2916,757,4519,556,Q95NR9,CALM_METSE,Phel_contig_2072,,,,,,,,
g3233.t1,4060.692517,-1.200042759,0.296464923,-4.047840623,5.17E-05,0.000394407,5404,5744,2813,1896,1994,4622,3361,3751,3326,2004,3889,8142,3601,3971,Q95NR9,CALM_METSE,Phel_contig_122,,,,,,,,
g3233.t1,4060.692517,-1.200042759,0.296464923,-4.047840623,5.17E-05,0.000394407,5404,5744,2813,1896,1994,4622,3361,3751,3326,2004,3889,8142,3601,3971,Q95NR9,CALM_METSE,Phel_contig_2072,,,,,,,,
g3284.t1,10.92331826,1.915042499,0.654140641,2.927569974,0.003416222,0.013265075,0,10,9,23,4,3,0,28,22,9,30,1,33,9,Q5XHI2,K1143_XENLA,Phel_contig_7401,,,,,,,,
g3318.t1,5326.862091,-7.79687472,0.630901386,-12.3583097,4.39E-35,4.73E-32,837,6988,62,9,1882,5434,13399,88,87,49,45,14497,69,12214,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g3318.t1,5326.862091,-7.79687472,0.630901386,-12.3583097,4.39E-35,4.73E-32,837,6988,62,9,1882,5434,13399,88,87,49,45,14497,69,12214,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g3320.t1,74.8113858,0.913476073,0.231038235,3.953787442,7.69E-05,0.00055604,44,46,96,127,58,47,21,97,79,160,151,71,131,31,Q17QH8,D39U1_BOVIN,Phel_contig_3928,,,,,,,,
g3358.t1,1909.873451,-1.124731464,0.2989856,-3.761824858,0.000168678,0.001075369,1163,2941,1381,1340,1546,1864,2091,1979,1116,1800,906,3461,1941,1847,P05689,CATZ_BOVIN,Phel_contig_3298,,,,,,,,
g3468.t1,61.51690182,1.16329894,0.282011797,4.125000981,3.71E-05,0.000296225,39,46,64,80,49,47,11,130,102,108,122,28,138,14,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g3493.t1,3767.776954,-1.746068317,0.357188066,-4.888372497,1.02E-06,1.29E-05,5056,3930,1471,2021,2740,3794,6505,3391,2617,1165,2043,4065,2361,4691,Q9XY07,KARG_STIJA,Phel_contig_2728,,,,,,,,
g3493.t1,3767.776954,-1.746068317,0.357188066,-4.888372497,1.02E-06,1.29E-05,5056,3930,1471,2021,2740,3794,6505,3391,2617,1165,2043,4065,2361,4691,Q9XY07,KARG_STIJA,Phel_contig_451,,,,,,,,
g3493.t1,3767.776954,-1.746068317,0.357188066,-4.888372497,1.02E-06,1.29E-05,5056,3930,1471,2021,2740,3794,6505,3391,2617,1165,2043,4065,2361,4691,Q9XY07,KARG_STIJA,Phel_contig_9819,,,,,,,,
g3557.t1,20.52261086,3.022370667,0.687176409,4.398245671,1.09E-05,0.000101223,1,1,8,71,6,6,1,95,41,36,52,2,9,10,P80404,GABT_HUMAN,Phel_contig_20161,,,,,,,,
g3558.t1,49.69498637,3.346089156,0.535484257,6.248716205,4.14E-10,1.26E-08,8,6,29,183,11,7,3,174,118,72,144,1,56,16,P80404,GABT_HUMAN,Phel_contig_20161,,,,,,,,
g3613.t1,1151.547856,-1.656542464,0.258127596,-6.417533381,1.38E-10,4.78E-09,1193,1406,625,681,1047,1006,1540,703,523,747,613,2138,941,1459,Q4JIM4,PSN1_CHICK,Phel_contig_2240,,,,,,,,
g3728.t1,432.5359575,1.470987216,0.284503901,5.17035868,2.34E-07,3.54E-06,166,121,674,846,244,364,68,850,705,769,738,128,924,304,Q6GQ29,CBPQ_XENLA,Phel_contig_9087,,,,,,,,
g3758.t1,1.653219329,-3.532329377,1.253548653,-2.817863804,0.004834431,0.017659822,7,0,0,2,2,2,2,0,0,0,0,3,0,2,Q7Z449,CP2U1_HUMAN,Phel_contig_7110,,,,,,,,
g3758.t1,1.653219329,-3.532329377,1.253548653,-2.817863804,0.004834431,0.017659822,7,0,0,2,2,2,2,0,0,0,0,3,0,2,Q7Z449,CP2U1_HUMAN,Phel_contig_9657,,,,,,,,
g3768.t1,426.2674242,-2.39128644,0.351813993,-6.797019121,1.07E-11,4.68E-10,467,362,205,129,309,501,628,138,153,193,153,633,193,1014,Q561L1,PUA1A_XENLA,Phel_contig_4645,,,,,,,,
g3787.t1,89.11436184,1.939760398,0.378618762,5.123254823,3.00E-07,4.42E-06,14,19,122,212,48,69,6,256,157,118,154,24,229,50,Q9H477,RBSK_HUMAN,Phel_contig_1314,,,,,,,,
g3788.t2,9.960632475,2.407739304,0.618844056,3.890704423,1.00E-04,0.000686858,7,1,26,9,2,7,0,24,11,35,16,3,23,0,Q7LHG5,YI31B_YEAST,Phel_contig_20320,,,,,,,,
g3837.t1,71.68679198,0.710777342,0.227800316,3.120177154,0.001807423,0.007784506,46,36,86,121,77,77,13,115,111,101,112,66,130,29,Q9CXR1,DHRS7_MOUSE,Phel_contig_16775,,,,,,,,
g3847.t1,1.700862967,3.943835592,1.146908453,3.438666427,0.000584587,0.003003032,0,0,1,4,0,0,0,3,2,9,6,0,4,0,Q96DM1,PGBD4_HUMAN,Phel_contig_20850,,,,,,,,
g3847.t1,1.700862967,3.943835592,1.146908453,3.438666427,0.000584587,0.003003032,0,0,1,4,0,0,0,3,2,9,6,0,4,0,Q96DM1,PGBD4_HUMAN,Phel_contig_24842,,,,,,,,
g3871.t1,220.8263027,3.080192408,0.717564541,4.292564965,1.77E-05,0.000153987,102,125,192,505,4,12,12,865,452,388,627,9,389,5,P21129,P3_MOUSE,Phel_contig_2074,,,,,,,,
g3873.t1,11.11760479,1.712319819,0.716409706,2.390140453,0.016841931,0.048861086,5,15,13,28,7,0,2,14,22,10,35,0,26,1,Q5RD64,CNTP2_PONAB,Phel_contig_1504,,,,,,,,
g3873.t1,11.11760479,1.712319819,0.716409706,2.390140453,0.016841931,0.048861086,5,15,13,28,7,0,2,14,22,10,35,0,26,1,Q5RD64,CNTP2_PONAB,Phel_contig_22898,,,,,,,,
g3936.t1,161.2283416,-1.862486923,0.380665291,-4.892715374,9.95E-07,1.27E-05,107,97,112,74,418,135,187,75,63,78,87,490,111,106,Q91YE3,EGLN1_MOUSE,Phel_contig_5042,,,,,,,,
g4022.t1,1884.428177,1.086721725,0.342913479,3.169084304,0.0015292,0.006759719,1371,1058,3494,2663,451,646,1211,3051,2562,2572,2871,824,5390,909,Q9VZI3,UN112_DROME,Phel_contig_512,,,,,,,,
g4028.t1,400.3851613,2.228699837,0.320877229,6.945646615,3.77E-12,1.80E-10,307,103,757,876,94,125,53,849,657,879,768,100,901,65,Q8SQC1,SCRB1_PIG,Phel_contig_5495,,,,,,,,
g4061.t1,167.5213184,-6.424655595,0.899448491,-7.14288329,9.14E-13,4.87E-11,21,42,1,0,33,265,323,4,1,1,10,569,21,569,P51821,ARF1_CHLRE,Phel_contig_7118,,,,,,,,
g4103.t2,2442.896692,-1.617338382,0.332328646,-4.86668363,1.13E-06,1.41E-05,7764,2694,1439,1242,1913,2746,1657,1544,1341,1639,1214,3944,2005,1402,Q64319,SLC31_RAT,Phel_contig_3205,,,,,,,,
g4182.t1,34.79107849,2.035908797,0.372036062,5.47234262,4.44E-08,8.22E-07,18,11,60,87,11,20,3,77,28,52,62,20,145,3,Q8NBN7,RDH13_HUMAN,Phel_contig_4830,,,,,,,,
g4190.t1,308.4126253,-1.049798015,0.21674124,-4.843554528,1.28E-06,1.56E-05,345,473,230,233,274,337,219,310,230,205,245,635,287,215,P60901,PSA6_RAT,Phel_contig_3355,,,,,,,,
g4218.t1,1119.993123,-4.435085394,0.528539847,-8.391203455,4.81E-17,5.53E-15,685,2359,141,107,623,786,3332,168,147,62,87,911,145,1592,Q9BXW4,MLP3C_HUMAN,Phel_contig_1808,,,,,,,,
g4227.t1,676.6731637,2.194059317,0.635903928,3.45029999,0.000559964,0.002896165,208,763,753,1025,174,83,60,1578,841,3531,622,107,968,31,P83673,LYS1_CRAVI,Phel_contig_269,,,,,,,,
g4227.t2,9810.194506,1.996726495,0.403394989,4.949804901,7.43E-07,9.73E-06,5605,7297,11230,22813,2630,2134,1726,30816,14207,15500,21116,2716,21918,956,P83673,LYS1_CRAVI,Phel_contig_269,,,,,,,,
g4233.t1,684.3062183,-1.281093701,0.270407266,-4.73764526,2.16E-06,2.52E-05,693,705,547,339,594,585,790,471,408,529,538,1445,593,741,P48601,PRS4_DROME,Phel_contig_1085,,,,,,,,
g4238.t1,389.4643301,3.54304112,0.442844533,8.000643233,1.24E-15,1.12E-13,34,81,782,357,46,104,43,887,360,1494,1195,35,1084,16,Q9VBW3,CAD96_DROME,Phel_contig_6884,,,,,,,,
g4243.t1,133.3703923,2.024945943,0.305739037,6.62311874,3.52E-11,1.38E-09,63,83,230,355,55,48,14,277,216,261,219,25,298,29,D3ZVP7,ZFY21_RAT,Phel_contig_8679,,,,,,,,
g4264.t1,82.50719073,1.759544927,0.385012138,4.570102482,4.87E-06,5.10E-05,15,13,137,176,47,71,6,182,118,93,188,34,233,51,P46952,3HAO_HUMAN,Phel_contig_6434,,,,,,,,
g4305.t1,9297.4531,-1.784115033,0.383628683,-4.650629926,3.31E-06,3.63E-05,7774,7758,4849,5119,5173,6641,13873,5538,4026,5328,5070,14494,6318,21609,Q6P823,H33_XENTR,Phel_contig_74,,,,,,,,
g4348.t1,398.4847367,-3.465420107,0.313574357,-11.05135045,2.16E-28,1.08E-25,538,410,41,69,1122,668,479,80,161,60,68,660,88,464,B3STU3,CHAC1_RAT,Phel_contig_7409,,,,,,,,
g4357.t1,288.8412269,-1.207936416,0.129260256,-9.344994738,9.19E-21,1.90E-18,334,270,235,216,406,380,242,238,188,174,184,450,280,310,Q9DB05,SNAA_MOUSE,Phel_contig_894,,,,,,,,
g4357.t2,288.8412269,-1.207936416,0.129260256,-9.344994738,9.19E-21,1.90E-18,334,270,235,216,406,380,242,238,188,174,184,450,280,310,Q9DB05,SNAA_MOUSE,Phel_contig_894,,,,,,,,
g4366.t1,58.18315226,0.806378947,0.328751449,2.452852906,0.014172828,0.042516407,45,43,81,94,45,54,7,83,81,48,129,64,138,13,Q9BWU0,NADAP_HUMAN,Phel_contig_25377,,,,,,,,
g4368.t1,171.6579084,-1.318532459,0.376309315,-3.503852832,0.000458579,0.002453166,140,403,199,107,122,143,193,144,76,74,95,216,154,147,Q62760,TOM20_RAT,Phel_contig_9055,,,,,,,,
g4637.t1,1618.84222,-1.736053598,0.693481833,-2.503387277,0.012301086,0.037948051,333,201,677,858,1937,6847,198,985,819,1329,708,528,1064,5425,Q26534,CATL_SCHMA,Phel_contig_4105,,,,,,,,
g4648.t1,49.86352038,0.778607748,0.29698484,2.62170873,0.008749017,0.028947975,22,20,72,111,58,53,9,102,47,53,81,45,87,26,Q9GZT4,SRR_HUMAN,Phel_contig_17182,,,,,,,,
g470.t1,2283.568138,-1.618883919,0.561907,-2.881053128,0.003963488,0.015005838,3287,1735,1409,1110,586,777,4945,2299,1606,1359,873,1604,802,3851,Q3ZMH1,SC5A8_DANRE,Phel_contig_847,,,,,,,,
g4768.t1,147.3149384,1.465871428,0.357844709,4.09638984,4.20E-05,0.000330913,35,41,140,367,78,160,26,400,270,252,168,52,295,89,P26884,FKBP3_BOVIN,Phel_contig_18584,,,,,,,,
g4809.t1,77.0614198,0.910625777,0.262153364,3.47363758,0.000513454,0.002699953,37,36,86,164,64,85,16,81,99,124,109,60,240,37,Q5ND34,WDR81_MOUSE,Phel_contig_4576,,,,,,,,
g4839.t1,596.6382936,-1.186796605,0.294902985,-4.024362814,5.71E-05,0.000431074,794,650,281,469,358,426,671,623,355,434,437,952,601,790,A5D6U8,ACP7_DANRE,Phel_contig_14361,,,,,,,,
g4841.t1,574.7457108,-1.689732779,0.252278898,-6.697876025,2.11E-11,8.68E-10,773,852,380,346,513,457,673,321,314,291,261,963,444,725,Q6DEL2,CLPT1_DANRE,Phel_contig_1854,,,,,,,,
g4851.t1,271.0152075,-2.252543064,0.631510317,-3.566914115,0.00036121,0.002018653,225,458,110,57,76,59,792,167,118,123,38,217,226,248,P48437,PROX1_MOUSE,Phel_contig_3713,,,,,,,,
g4851.t2,436.5144668,-1.495292768,0.382525046,-3.909006176,9.27E-05,0.00064662,431,513,217,251,327,385,887,370,285,228,251,510,404,270,P48437,PROX1_MOUSE,Phel_contig_3713,,,,,,,,
g4876.t1,380.6368396,-7.099885363,1.016700438,-6.983261833,2.88E-12,1.40E-10,1,8,4,2,260,962,183,3,4,3,22,243,10,2635,O54750,CP2J6_MOUSE,Phel_contig_2380,,,,,,,,
g4876.t1,380.6368396,-7.099885363,1.016700438,-6.983261833,2.88E-12,1.40E-10,1,8,4,2,260,962,183,3,4,3,22,243,10,2635,O54750,CP2J6_MOUSE,Phel_contig_6655,,,,,,,,
g4880.t1,12684.70945,-2.896954833,0.474425578,-6.106236615,1.02E-09,2.84E-08,6728,7185,2278,3096,7288,12364,29726,3698,3441,3462,4564,21789,5960,29170,Q07352,TISB_HUMAN,Phel_contig_276,,,,,,,,
g4887.t1,834.3942081,2.886985415,0.535659014,5.389595506,7.06E-08,1.24E-06,297,23,1401,2271,123,195,271,2648,1039,1967,1391,56,2142,69,P06027,LECE_HELCR,Phel_contig_14850,,,,,,,,
g4892.t1,1678.268117,-1.864992218,0.266077977,-7.009194221,2.40E-12,1.18E-10,2407,2301,1161,821,2615,1533,2103,617,683,793,1139,2271,938,1708,P34885,KPC1B_CAEEL,Phel_contig_223,,,,,,,,
g4958.t1,932.7020194,-2.863355929,0.493331789,-5.804118022,6.47E-09,1.45E-07,221,1024,446,245,648,955,2000,256,203,149,243,1861,422,1888,Q8MQW8,SPRI_DROME,Phel_contig_7253,,,,,,,,
g5013.t1,201.5788804,-2.748952023,0.523078573,-5.255332881,1.48E-07,2.38E-06,349,59,32,101,74,250,444,34,47,101,57,377,80,294,P58682,TLR8_MOUSE,Phel_contig_1244,,,,,,,,
g5040.t1,254.9851884,-1.168003686,0.284493199,-4.105559258,4.03E-05,0.000319162,185,376,106,203,252,235,303,233,140,201,159,364,369,263,Q60803,TRAF3_MOUSE,Phel_contig_1639,,,,,,,,
g5115.t1,843.7617491,-3.080044683,0.47260699,-6.517137386,7.17E-11,2.64E-09,1534,2475,170,183,411,349,1489,321,196,242,224,1038,192,710,Q61321,SIX4_MOUSE,Phel_contig_2355,,,,,,,,
g5143.t1,356.1810237,-1.061949836,0.191443745,-5.547059453,2.91E-08,5.61E-07,445,492,366,268,417,438,233,287,204,214,320,605,328,274,P25788,PSA3_HUMAN,Phel_contig_9195,,,,,,,,
g5206.t1,164.9538819,1.786445731,0.610490146,2.926248267,0.00343077,0.013306423,161,95,17,341,52,56,15,281,129,533,387,69,620,11,A2AVA0,SVEP1_MOUSE,Phel_contig_1077,,,,,,,,
g5206.t1,164.9538819,1.786445731,0.610490146,2.926248267,0.00343077,0.013306423,161,95,17,341,52,56,15,281,129,533,387,69,620,11,A2AVA0,SVEP1_MOUSE,Phel_contig_12224,,,,,,,,
g5206.t1,164.9538819,1.786445731,0.610490146,2.926248267,0.00343077,0.013306423,161,95,17,341,52,56,15,281,129,533,387,69,620,11,A2AVA0,SVEP1_MOUSE,Phel_contig_163,,,,,,,,
g5208.t1,2546.330251,2.054613311,0.575061399,3.572859026,0.000353105,0.001984171,1712,1655,1343,4160,672,962,364,3380,2847,9922,6995,485,6987,58,P10079,FBP1_STRPU,Phel_contig_5796,,,,,,,,
g5208.t1,2546.330251,2.054613311,0.575061399,3.572859026,0.000353105,0.001984171,1712,1655,1343,4160,672,962,364,3380,2847,9922,6995,485,6987,58,P10079,FBP1_STRPU,Phel_contig_5797,,,,,,,,
g5236.t1,232.7055326,2.585588918,0.841373898,3.073055778,0.002118789,0.008899,0,124,479,1114,57,127,0,293,252,146,535,35,727,73,Q498L0,C170B_XENLA,Phel_contig_5839,,,,,,,,
