gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231	V2	uniprotID	geneID	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
2015	g15143.t1	33.5742373487065	1.10492001386171	0.433128476501371	2.55102140313375	0.0107407729550664	0.0388005715282787	20	18	3	27	109	32	16	9	94	66	29	29	23	87	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2016	g15145.t1	1.74227784335314	-4.55394447271494	1.40656348119663	-3.23763877961675	0.00120523304239677	0.00686732074591894	1	1	0	0	0	1	9	1	0	0	0	0	10	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2017	g15151.t1	2705.89525953943	-1.49275958331867	0.341010745936967	-4.37745613915226	1.20072514279212e-05	0.000151715218430244	2026	487	2934	2169	1320	3357	3768	3309	1718	1215	1803	1470	8182	3044	2969	sp	Q9GL24	CATL1_CANLF	57.812	320	126	7	163	1113	20	333	1.75e-128	375
2018	g15159.t1	528.517956710887	-0.8962762190227	0.307549053070633	-2.91425452321863	0.00356539087293554	0.0164576982154812	507	149	649	571	381	470	444	741	621	376	301	491	680	562	642	sp	Q9YI97	OAZ2_DANRE	32.653	196	118	3	13	573	17	207	1.2e-23	96.7
2019	g15163.t1	6.60015609295905	-4.07076333337062	1.22593739661878	-3.32053116627168	0.000898463268834978	0.00540101495449979	4	22	2	3	0	0	16	2	2	0	0	1	1	0	13	sp	Q9I9K9	GATM_CHICK	46.729	107	50	3	1	303	1	106	7.39e-22	83.2
2020	g15163.t1	6.60015609295905	-4.07076333337062	1.22593739661878	-3.32053116627168	0.000898463268834978	0.00540101495449979	4	22	2	3	0	0	16	2	2	0	0	1	1	0	13	sp	Q9I9K9	GATM_CHICK	61.538	26	10	0	287	364	101	126	7.39e-22	40
2021	g15168.t1	20.2557254339681	-1.41084847594357	0.57605691429297	-2.4491477160294	0.0143194709129206	0.0484822774962499	20	0	7	7	15	32	34	20	21	18	2	13	49	27	43	sp	Q0IIF6	FAIM1_BOVIN	59.603	151	58	2	25	471	52	201	9.08e-64	197
2022	g15172.t1	4121.17182521034	-1.15518558406515	0.455661321986009	-2.53518463895565	0.0112388071084006	0.0400975580129035	4092	434	7967	2766	3229	1935	2897	7127	4199	3846	2744	2534	4711	3233	5345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023	g15177.t1	70.9991625146934	-2.7538514875939	0.678016654353057	-4.06162808820905	4.87316683473755e-05	0.00049083316792154	6	119	10	18	7	153	109	15	14	34	9	26	292	59	93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2024	g15179.t1	1912.19144063063	-3.99619893982279	0.550716381433514	-7.25636475425099	3.97631922453626e-13	3.84052082244831e-11	1703	172	2112	153	319	1212	1114	4964	281	448	271	218	4618	210	5080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2025	g15181.t1	1425.40573466911	-2.7844025223368	0.469038587890407	-5.93640394249904	2.91341479035091e-09	1.13366419045399e-07	2995	339	3264	261	412	543	858	2727	672	409	604	324	1675	447	2303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2026	g15182.t1	262.921522366267	-2.16814881782267	0.573615359025823	-3.77979561339651	0.000156957146240279	0.00129560009878231	354	76	794	154	93	101	123	616	72	102	60	234	158	98	183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2027	g15187.t1	2.58510020571512	-2.67542725332566	1.08643783834784	-2.46256818281864	0.0137945941682522	0.0471032267724331	3	4	1	0	4	0	4	5	0	1	0	0	5	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2028	g15189.t1	151.369814157197	-0.852866490709609	0.275366456489154	-3.09720545335631	0.00195354427565297	0.0101306161082819	162	41	204	136	157	110	148	189	123	115	113	142	221	183	165	sp	Q5ZLW3	DYM_CHICK	50.142	704	310	12	1	2094	1	669	0	632
2029	g15192.t1	8.13311023471909	-3.42992044668579	1.23650506617458	-2.77388305192883	0.00553915867263705	0.0232247476516478	4	30	5	3	0	851	3	0	1	2	0	26	30	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2030	g15194.t1	7.24732096707684	-2.16379607786065	0.674092900034539	-3.20993749934139	0.00132763836608342	0.00740868095182221	10	11	8	8	3	9	7	9	0	6	0	1	7	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2031	g15195.t1	367.253982049929	-1.3750263881933	0.293018249135848	-4.69263055201662	2.6971430672759e-06	4.29379619282665e-05	880	153	550	229	237	477	462	319	237	272	150	344	498	352	165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2032	g15200.t1	35.5301436443726	-2.64705855358993	0.780482892583496	-3.39156511788213	0.000694946470921245	0.00440199067939034	4	113	8	12	9	70	31	11	12	26	0	8	47	18	27	sp	O75899	GABR2_HUMAN	31.954	701	435	19	193	2253	76	748	1.95e-79	279
2033	g15203.t1	984.97267540714	-1.53268560277295	0.413356605672107	-3.70790155943157	0.000208983860569812	0.00163936396788538	1165	177	1614	639	438	440	848	1474	637	371	984	604	2152	757	1388	sp	P49283	MVL_DROME	49.903	517	218	5	16	1458	29	540	8.22e-156	461
2034	g15204.t1	33.2738538074858	-2.68250870565223	1.05655491454496	-2.53892028584955	0.0111195155591525	0.0398098161711508	7	0	5	10	10	207	50	1	14	0	0	20	102	31	75	sp	Q9C0G6	DYH6_HUMAN	63.326	878	302	2	1	2634	3301	4158	0	1151
2035	g15205.t1	11.0355249223913	-3.04425185895142	1.05319690704525	-2.89048689621781	0.00384645566739864	0.0174827874714642	1	16	0	0	1	52	21	0	3	6	0	4	22	8	19	sp	Q9C0G6	DYH6_HUMAN	78.077	260	57	0	115	894	3011	3270	1.18e-136	431
2036	g15207.t1	3.56094136977392	-3.25493229828182	1.12663933293363	-2.88906325488066	0.00386391339625079	0.0175473900772221	5	3	0	0	0	13	4	0	0	3	0	1	5	2	13	sp	Q9C0G6	DYH6_HUMAN	78.641	103	22	0	1	309	2677	2779	9.24e-44	155
2037	g15208.t1	43.8148892139798	-2.33647268117998	0.76099649365005	-3.07028048181051	0.00213857830768663	0.0108840606179253	6	64	6	10	11	193	69	0	16	30	7	21	91	35	58	sp	Q9C0G6	DYH6_HUMAN	75.545	1284	313	1	7	3855	1359	2642	0	2017
2038	g15210.t1	30.0937156358236	-2.44798549937093	0.731671576620418	-3.34574360627502	0.000820622386081377	0.00503521421522138	4	48	4	4	9	140	40	1	6	15	16	15	36	16	53	sp	Q9C0G6	DYH6_HUMAN	51.84	1223	504	14	118	3663	33	1211	0	1213
2039	g15211.t1	14.1193626587814	-2.95088729073336	0.888842139491323	-3.31992280701512	0.000900423418383268	0.00540878600617584	4	40	4	5	2	52	9	0	3	4	9	0	27	4	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2040	g15213.t1	622.815535855268	-0.59773128670029	0.239649937439255	-2.49418503124708	0.012624671484698	0.0439184639875951	754	156	901	654	510	623	623	452	700	460	505	853	1122	780	497	sp	P28024	PSB4_XENLA	57.613	243	97	1	46	774	6	242	2.79e-112	325
2041	g15214.t1	72.4248818634453	-2.37974381114689	0.681364368913993	-3.49261558091143	0.000478314547133754	0.00323688934227049	10	15	24	16	25	242	185	93	30	30	0	49	149	65	111	sp	A4IJ21	MNS1_XENTR	52.61	498	236	0	1	1494	1	498	8.31e-96	301
2042	g15215.t1	42.293233331365	0.803846302590678	0.302482881978025	2.65749353263923	0.00787241009146618	0.0304795261862689	63	7	33	79	91	22	35	10	75	54	53	56	33	101	18	sp	Q15906	VPS72_HUMAN	40	350	178	7	1	1011	1	331	2.06e-45	162
2043	g15218.t1	150.616506769378	-0.780021479595649	0.292341736740491	-2.66818377797375	0.00762625304048691	0.0297769327794503	256	89	108	120	108	270	157	131	126	92	186	157	174	211	57	sp	O74180	AOX_ASPNG	48.679	265	119	5	280	1035	61	321	3.76e-73	233
2044	g15219.t1	33.9944332671897	-4.08070970241979	0.837618429462205	-4.87180028385934	1.10585925897941e-06	1.99369765998063e-05	2	60	7	1	4	193	52	3	7	0	6	10	45	5	48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2045	g1522.t1	5.9186909598947	-3.29011506814687	1.20240243015611	-2.73628444656397	0.00621372889949964	0.0254053049072738	13	11	1	1	5	0	4	16	1	0	0	0	6	3	0	sp	Q02858	TIE2_MOUSE	42.079	202	106	3	265	840	819	1019	1.13e-46	171
2046	g15220.t1	43.9410931962056	-5.65154410439779	1.43075367608883	-3.9500468870694	7.81358853840209e-05	0.000728023204256371	2	17	0	0	1	290	108	1	0	0	0	13	44	0	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2047	g15221.t1	73.4961963852557	-3.21090409629046	1.23503138825652	-2.59985626828744	0.00932628138395487	0.0346690889590831	0	1	2	8	1	643	85	3	1	7	8	90	96	1	185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2048	g15222.t1	200.644391775149	-3.80378684619089	1.19142724787785	-3.19263039599449	0.00140983274397485	0.00776916235758939	1	26	1	29	4	1748	223	3	1	9	31	139	258	1	555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2049	g15228.t1	13.0491510498628	1.51378661473504	0.492907282113782	3.07113866981905	0.00213244089383774	0.0108579333344739	10	12	2	21	30	5	2	2	31	20	20	27	5	29	3	sp	E1BNS0	FXL15_BOVIN	28.125	256	154	4	34	717	21	274	1.6e-22	96.7
2050	g15236.t1	29.1086266145242	1.94858717568643	0.384271160443508	5.07086499397318	3.96011633724022e-07	8.21448868228113e-06	12	7	4	39	100	17	18	3	83	64	17	70	13	74	12	sp	Q3U269	TSTD2_MOUSE	53.659	328	143	6	388	1350	113	438	2.34e-121	366
2051	g1524.t1	36.3449405052638	-3.13900394312067	0.629901621994647	-4.98332411524946	6.25011267732068e-07	1.21669754865851e-05	70	56	51	16	9	4	31	69	4	4	4	8	51	21	12	sp	Q02858	TIE2_MOUSE	46.403	278	140	2	1909	2718	819	1095	1.16e-76	276
2052	g15243.t1	7.32138565089001	-4.4658192303468	1.76964734713762	-2.52356450428962	0.0116171745431603	0.0411251423080617	2	52	1	0	0	101	2	0	0	0	5	0	1	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2053	g15245.t1	166.446390734256	2.43262664602558	0.438877816050485	5.54283346539837	2.97615889681596e-08	8.85683600173498e-07	146	18	46	482	412	27	72	24	246	182	350	454	27	580	13	sp	Q6ZUX7	LHPL2_HUMAN	40.079	252	123	5	1	747	1	227	1.1e-32	122
2054	g15246.t1	63.0996779336163	-0.871684221122	0.31578502418847	-2.76037226072429	0.00577355315995371	0.0239595486073807	48	61	38	51	79	78	73	42	67	46	15	56	105	96	69	sp	Q86TI2	DPP9_HUMAN	48.929	887	404	19	1	2586	1	863	0	757
2055	g15247.t1	109.262950515216	0.788810253483349	0.306755456882308	2.57146282416743	0.0101269887390666	0.0370535094486228	103	23	94	173	224	96	118	22	277	164	63	172	53	238	66	sp	Q4V8A6	BL1S6_RAT	46.497	157	75	2	214	663	18	172	1.9e-25	100
2056	g1525.t2	18.184780426603	-4.51956068747298	1.27966276303227	-3.53183730748209	0.000412683169356651	0.0028708682858621	2	39	0	6	0	51	37	3	0	4	1	0	0	1	65	sp	Q06806	TIE1_MOUSE	34.926	272	154	9	1183	1977	96	351	2.59e-37	155
2057	g15250.t1	15.796965157819	-2.09337067571888	0.681235130459274	-3.07290476095614	0.00211986131187622	0.0108116924758232	11	29	14	6	9	56	10	4	0	10	1	16	20	10	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2058	g15250.t3	18.8233943855669	-1.26465729610182	0.469727685314465	-2.69232011576065	0.00709568019381687	0.0281627299565636	28	6	21	20	7	48	27	6	22	6	7	26	14	9	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2059	g15254.t1	323.322794434294	-0.933962643334896	0.361920910940022	-2.58057110021386	0.00986370424638526	0.0362865569410891	386	34	687	292	250	357	332	297	301	238	151	392	470	373	294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2060	g15256.t2	1168.58418925641	-2.38712066509739	0.518134633629213	-4.60714360740005	4.08238070943868e-06	6.12427198657982e-05	507	114	842	309	633	1857	1296	2965	522	719	211	296	2143	621	1972	sp	Q7TQK0	CCNT2_MOUSE	74.39	246	63	0	16	753	8	253	2.03e-116	387
2061	g15257.t1	235.776481842622	-0.928748853174412	0.2764730565923	-3.35927437060888	0.000781474371519111	0.00482924822274092	206	46	210	177	285	396	290	254	180	175	229	163	353	241	308	sp	Q2NL14	KANL2_BOVIN	44.293	368	178	7	49	1122	26	376	5.35e-86	273
2062	g15258.t1	267.017357867435	-0.555448016178629	0.188538866886342	-2.94606637534039	0.00321843328218264	0.0151701098169981	379	89	354	241	260	282	255	207	245	227	259	327	315	407	226	sp	Q9Z1G4	VPP1_MOUSE	71.654	127	36	0	31	411	708	834	2.37e-54	185
2063	g1526.t1	18.624137885649	-6.75800205557374	1.51960599781924	-4.44720675311364	8.69940983954139e-06	0.000116467655865395	13	3	15	0	0	0	1	0	0	0	0	1	88	2	129	sp	P35590	TIE1_HUMAN	35.115	262	149	7	1174	1938	98	345	3.06e-37	152
2064	g15260.t1	231.306630466604	-1.9676000760021	0.5453150370343	-3.60818965620847	0.000308341061650114	0.00226595070271746	89	101	271	26	135	301	300	289	43	126	309	19	594	162	419	sp	Q8AVM5	VPP1_XENLA	65.517	841	267	6	1	2493	1	828	0	1141
2065	g15260.t2	727.012877800055	-1.12427019919124	0.297531012245227	-3.77866559424269	0.000157670988859275	0.00130050013113626	628	234	930	497	437	538	884	1027	696	373	700	622	1297	763	752	sp	Q9Z1G4	VPP1_MOUSE	66.942	847	260	7	1	2514	1	836	0	1159
2066	g15269.t1	587.625880087537	-7.42240475710576	0.805282106018643	-9.21714850191136	3.0510582934896e-20	1.13809734792496e-17	287	17	127	12	1	145	444	2068	10	13	5	5	1189	12	2046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2067	g15271.t1	4.95950648045256	-3.79231666977177	1.37823686832678	-2.75157105206144	0.0059310151959283	0.024479067154515	0	18	3	1	0	16	1	4	0	2	0	0	1	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2068	g15291.t1	109.954684074093	-2.83356011976295	0.628941724753753	-4.5052824581997	6.62847139567422e-06	9.27000508373702e-05	9	58	35	16	15	326	388	38	9	27	32	48	307	106	213	sp	A0A2P1BRQ0	CTXA_SCOPL	26.511	513	341	11	31	1506	7	504	3.21e-43	173
2069	g15298.t1	2.54039959227802	-5.09129316391238	1.39457475202006	-3.65078541436203	0.000261439604142469	0.001977381960803	0	2	2	0	0	2	8	1	0	0	0	0	21	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2070	g15301.t1	39.6206698593926	-2.70450227081372	0.977164044696674	-2.76770546920117	0.00564524478841434	0.0235507855993169	2	69	4	37	4	34	168	0	3	19	10	8	15	2	122	sp	P80146	SEPR_THESR	53.731	268	124	0	319	1122	139	406	2.16e-78	249
2071	g15303.t1	368.168408714586	-4.55446629473132	0.613559864548668	-7.42301861299479	1.14480680905377e-13	1.22613343138011e-11	514	151	355	31	12	83	242	803	58	82	6	16	798	56	1117	sp	Q9Y5Q5	CORIN_HUMAN	28.061	784	431	29	1822	3828	269	1034	2.22e-56	217
2072	g15304.t2	46.8686242678013	-5.76758388623814	1.75065672625352	-3.29452587691535	0.000985878669633351	0.00582454533520413	117	0	6	9	0	11	0	0	0	0	0	4	553	0	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2073	g15311.t1	5.55360333581955	-3.38183512508993	1.18352762497661	-2.85741967802125	0.00427100715554677	0.0189506234229398	5	21	7	1	1	4	0	0	2	0	0	4	8	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2074	g15312.t1	9.07151834471862	-3.29271161117527	1.23235057780486	-2.67189521429889	0.0075424196871074	0.0295240080060472	2	42	2	2	0	9	0	2	3	0	6	1	12	2	0	sp	P18910	ANPRA_RAT	47.842	811	395	13	1	2376	251	1052	0	714
2075	g1532.t1	6.50147364305946	-5.57350300038184	1.60183609374736	-3.47944650650435	0.000502450668394764	0.00336652840220524	1	0	0	0	0	0	5	20	1	0	1	0	9	0	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2076	g15331.t1	439.740307643696	-1.67628670395719	0.5611519016671	-2.98722449122455	0.00281522913448415	0.0136319342713887	212	295	197	198	65	703	847	273	149	210	751	68	1949	371	255	sp	Q9TU53	CUBN_CANLF	39.029	3564	1878	76	97	10164	23	3499	0	2283
2077	g15331.t1	439.740307643696	-1.67628670395719	0.5611519016671	-2.98722449122455	0.00281522913448415	0.0136319342713887	212	295	197	198	65	703	847	273	149	210	751	68	1949	371	255	sp	Q9TU53	CUBN_CANLF	29.424	2916	1757	86	1420	9579	810	3620	0	1094
2078	g15343.t1	215.043148375535	-1.68317644051967	0.547077392917292	-3.07666970397759	0.00209327109438901	0.0106962494395622	90	180	144	85	110	112	631	43	67	182	169	81	123	211	764	sp	Q8BG39	SV2B_MOUSE	33.862	378	208	7	91	1158	59	416	7.4e-55	200
2079	g15344.t1	77.2278612541756	-2.33906374983948	0.471595264215381	-4.95989660483787	7.05307099393335e-07	1.35157830782771e-05	32	114	177	25	30	34	61	88	34	31	10	38	105	62	99	sp	Q99PL6	UBXN6_MOUSE	46.809	329	169	5	361	1338	116	441	6.67e-96	298
2080	g1535.t1	1.45477471736897	-4.25844774302372	1.59150464363179	-2.67573692609906	0.00745651489901339	0.029262053299502	2	0	0	0	0	1	2	3	0	0	0	0	1	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2081	g15354.t1	340.740333878595	-0.89887404648915	0.322784233783973	-2.78475201824985	0.00535686742901462	0.0226580306601625	479	72	614	313	278	231	323	423	279	289	259	306	412	405	275	sp	P35604	COPZ1_BOVIN	64.407	177	46	1	1	480	1	177	1.19e-71	216
2082	g15356.t2	890.104295050187	-1.53900625452282	0.440377268019009	-3.49474499772861	0.000474514880978527	0.00321419206323433	551	64	977	419	522	1648	983	1083	351	398	683	891	1535	757	1916	sp	Q5ZL67	NF2L1_CHICK	28.607	804	430	20	10	2154	5	753	6.73e-64	230
2083	g1536.t1	15.8215596586735	-5.0412495920074	0.966722057303424	-5.21478697410657	1.84028597945117e-07	4.30893800491624e-06	6	40	8	0	0	10	3	12	1	0	0	2	52	6	33	sp	Q06805	TIE1_BOVIN	39.768	259	137	9	28	789	101	345	1.21e-48	183
2084	g15362.t1	414.382157428755	-1.04179727779616	0.274500610565921	-3.79524575791781	0.00014749727718916	0.00123461824748047	430	103	467	336	311	432	455	490	311	262	475	252	817	469	464	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587
2085	g15363.t1	347.916740783148	-1.04577998001814	0.385376630788138	-2.71365696949345	0.00665450334523358	0.0268001079438065	127	135	626	360	195	235	355	473	371	235	150	373	629	333	342	sp	Q14847	LASP1_HUMAN	46.067	267	123	5	1	756	1	261	2.5e-54	179
2086	g1537.t2	2.68872523394805	-5.12954018310731	1.78978008968888	-2.86601701106139	0.00415671908797471	0.0185385729681164	0	9	3	0	0	0	2	0	0	0	0	0	6	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2087	g15371.t1	7310.89750855364	1.09367709712535	0.372309550906166	2.93754778641442	0.00330819183573315	0.0154986423486546	7066	1143	4701	6536	12089	2362	2970	4326	17535	12209	24068	8884	4528	9794	3838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2088	g15372.t1	2084.92271667302	0.859858327145514	0.257200136798094	3.34314879397019	0.000828334719386993	0.00507533889944423	2168	535	1083	2825	3615	763	1232	1098	3590	2460	4505	3737	1350	4237	1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2089	g15374.t2	4730.18512792829	1.47523413628678	0.314819022325467	4.68597521645832	2.78629981624543e-06	4.4033306445924e-05	4242	927	2842	9822	8638	1552	3107	1578	8001	8217	9004	9090	2666	12849	554	sp	Q9Y490	TLN1_HUMAN	59.862	1161	427	8	58	3441	1342	2496	0	1217
2090	g15374.t3	824.7313489076	-1.59292761376858	0.443431894187166	-3.59227117997117	0.000327808459204027	0.00237751793995277	1147	67	1141	344	350	571	726	1284	767	533	343	745	1563	539	1361	sp	Q9Y490	TLN1_HUMAN	60.087	1155	428	7	58	3423	1342	2496	0	1222
2091	g15375.t1	72.1239027983553	-0.714812959750026	0.26265544850742	-2.72148536728273	0.00649892622362129	0.0262959171213852	100	35	68	105	61	91	82	50	50	56	71	80	128	51	48	sp	Q9Y490	TLN1_HUMAN	53.552	366	169	1	13	1110	959	1323	1.59e-121	390
2092	g15375.t2	886.48008287928	1.07908883571187	0.25356414903467	4.25568377793158	2.0841109371575e-05	0.000240478614002147	865	167	460	1193	1496	331	614	471	1447	1313	1843	1493	639	2666	330	sp	Q9Y490	TLN1_HUMAN	47.573	412	169	2	13	1248	959	1323	9.71e-114	370
2093	g15376.t1	725.97490099719	0.935219700770482	0.260782341769494	3.5862079250639	0.000335521469984224	0.00241725174928694	765	199	346	974	1171	305	560	359	986	1055	1811	998	602	1961	254	sp	P54939	TLN1_CHICK	64.048	331	117	2	7	999	618	946	1.45e-96	317
2094	g15377.t1	1446.45223170914	0.91369557825625	0.218338838135346	4.18475973427072	2.85467877184167e-05	0.000311924117317144	1482	338	848	2154	2451	653	1180	700	2191	2236	2738	2140	1152	3895	536	sp	P26039	TLN1_MOUSE	60.601	599	215	7	7	1800	2	580	0	773
2095	g15380.t1	925.945793591909	-2.44479155221198	0.385277027054871	-6.34554198806094	2.21643733997958e-10	1.13631805332839e-08	1220	276	1530	350	172	1401	928	1724	503	542	157	206	1426	634	1063	sp	Q15032	R3HD1_HUMAN	43.23	421	182	10	736	1983	137	505	1.16e-61	234
2096	g15382.t1	191.236238400634	-4.26743560660712	0.754481347064317	-5.65611810445903	1.54834942317094e-08	4.96274663263752e-07	43	23	10	29	9	1110	554	39	19	18	22	47	230	11	633	sp	O95045	UPP2_HUMAN	54.639	291	130	2	43	912	24	313	1e-109	324
2097	g15383.t1	63.339497937206	-3.66584719674253	0.84541592578041	-4.33614636885219	1.45002407414134e-05	0.000176739554050974	16	11	1	15	2	335	185	10	9	16	17	14	100	1	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2098	g15384.t2	170.552974759957	-2.92991629215115	0.612884206981328	-4.78053808333883	1.74826635704839e-06	2.97824745155449e-05	52	318	36	27	41	124	147	235	49	77	72	41	726	21	78	sp	Q60519	SEM5B_MOUSE	38.781	1034	505	21	58	2937	36	1015	0	695
2099	g15387.t1	300.218978111546	-1.18197051422413	0.236257237030503	-5.00289654226138	5.64752531428858e-07	1.11738003543297e-05	316	77	475	182	182	462	348	269	308	197	275	198	418	301	404	sp	Q5FVN8	WSDU1_RAT	40.726	496	255	10	1	1452	1	469	1.62e-115	351
2100	g1539.t1	69.4289760528764	-2.14258207162552	0.349055082201259	-6.13823485426335	8.34434403499893e-10	3.76103923327504e-08	98	66	53	20	35	61	74	61	35	44	13	36	94	43	174	sp	O14522	PTPRT_HUMAN	40.909	242	133	6	403	1107	1202	1440	3.89e-49	181
2101	g1539.t1	69.4289760528764	-2.14258207162552	0.349055082201259	-6.13823485426335	8.34434403499893e-10	3.76103923327504e-08	98	66	53	20	35	61	74	61	35	44	13	36	94	43	174	sp	O14522	PTPRT_HUMAN	32.5	240	150	7	388	1089	907	1140	2.38e-32	132
2102	g15391.t1	468.737773415646	-1.62311856958099	0.46714275887614	-3.4745664761794	0.000511679563125003	0.00341989105598068	718	215	461	199	158	197	346	960	335	261	567	149	377	333	722	sp	Q9K7A0	CSD_HALH5	27.723	404	246	15	316	1503	22	387	2.96e-23	106
2103	g1540.t1	299.791729697712	-2.05586643424616	0.647924597778678	-3.17300260137433	0.00150871172636223	0.00824683633144187	390	48	205	228	97	409	522	549	132	179	0	152	524	242	408	sp	Q01063	PDE4D_MOUSE	56.14	684	253	10	139	2166	69	713	0	709
2104	g1540.t2	406.355772673394	-4.13131402279086	1.04910403140579	-3.93794504559756	8.21824095453927e-05	0.00075735778671714	554	70	413	0	40	271	290	1038	79	0	177	62	815	0	999	sp	Q01063	PDE4D_MOUSE	56.176	680	255	9	55	2082	73	713	0	716
2105	g1541.t1	2.48876434348291	-3.04283693858113	1.23874385607126	-2.45638912650728	0.0140341100894953	0.0477402471361998	3	0	6	0	2	0	1	5	0	1	0	0	13	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2106	g15410.t1	30.2731002852203	-3.76029659306665	1.21872489169986	-3.08543512869572	0.00203254557110601	0.0104625561339231	3	29	2	0	1	303	24	0	1	8	0	23	37	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2107	g15418.t1	21.3274643155821	-3.92015508684112	1.044909456656	-3.75166964168044	0.000175660832365613	0.00142018763386773	4	16	1	8	2	92	68	1	0	10	0	0	58	1	45	sp	P97798	NEO1_MOUSE	34.264	788	474	18	100	2406	51	813	5.41e-119	395
2108	g15422.t1	148.660932855926	2.06730781823241	0.233948129747324	8.83660758675525	9.86689614837314e-19	2.92425065986374e-16	40	26	85	214	377	54	66	35	401	264	324	271	33	471	52	sp	Q9NPH0	PPA6_HUMAN	37.069	348	205	8	85	1107	43	383	5.46e-70	229
